"typeResult","idGame","slugTeam","namePlayer","groupStartPosition","idTeam","idPlayer","pctAST","pctOREB","pctDREB","pctTREB","pctTOVTeam","pctEFG","pctTS","pctUSG","pctUSGE","cityTeam","isStarter","minExact","ortgE","ortg","drtgE","drtg","netrtgE","netrtg","ratioASTtoTOV","ratioAST","paceE","pace","PACE_PER40","possessions","ratioPIE"
"player",21900071,"MIL","Eric Bledsoe","G",1610612749,202339,0.3,0.037,0.161,0.103,4.5,0.6,0.6,0.25,0.247,"Milwaukee",TRUE,27.0666666666667,120.2,121.7,92.1,92.1,28.1,29.6,6,27.3,109.67,109.06,90.89,60,0.181
"player",21900071,"MIL","Pat Connaughton",NA,1610612749,1626192,0.077,0,0.071,0.043,0,0.222,0.222,0.225,0.225,"Milwaukee",TRUE,16.3833333333333,126.2,126.5,91.2,88.9,35,37.6,0,10,101.34,102.57,85.48,34,0.015
"player",21900071,"MIL","Robin Lopez",NA,1610612749,201577,0.077,0.053,0.143,0.106,25,1.5,1.5,0.071,0.074,"Milwaukee",TRUE,17.9833333333333,118.9,113.5,77.6,77.8,41.3,35.7,1,25,95.31,97.45,81.21,37,0.185
"player",21900071,"MIL","Ersan Ilyasova",NA,1610612749,101141,0,0.045,0.174,0.111,0,0.571,0.635,0.211,0.214,"Milwaukee",TRUE,16.9,99.1,97.1,73.8,73.7,25.3,23.5,0,0,102.65,103.67,86.39,35,0.19
"player",21900071,"MIL","Sterling Brown",NA,1610612749,1628425,0.111,0.048,0.323,0.212,20,0.7,0.712,0.151,0.151,"Milwaukee",TRUE,21.4166666666667,128.4,128.3,70.3,70.2,58.1,58,1,20,104.1,104.19,86.83,46,0.211
"player",21900071,"MIL","George Hill",NA,1610612749,201588,0.222,0.063,0.048,0.054,0,0.75,0.699,0.171,0.166,"Milwaukee",TRUE,15.3333333333333,108.7,112.9,67.5,64.5,41.2,48.4,0,25,96.79,97.04,80.87,31,0.269
"player",21900071,"MIL","Donte DiVincenzo",NA,1610612749,1628978,0.176,0.063,0.083,0.075,0,0.636,0.636,0.239,0.246,"Milwaukee",TRUE,17.3666666666667,142.3,137.5,53.6,52.5,88.8,85,0,21.4,107.57,110.56,92.13,40,0.236
"player",21900071,"MIL","Thanasis Antetokounmpo",NA,1610612749,203648,0.167,0.333,0,0.118,0,0.5,0.5,0.118,0.125,"Milwaukee",TRUE,6.45,130.8,121.4,93.7,92.9,37.1,28.6,0,33.3,100.02,104.19,86.82,14,0.091
"player",21900071,"MIL","D.J. Wilson",NA,1610612749,1628391,0.2,0,0.222,0.143,0,0.5,0.5,0.2,0.214,"Milwaukee",TRUE,5.6,136.4,125,109.4,108.3,26.9,16.7,0,25,98.06,102.86,85.71,12,0.097
"player",21900071,"ORL","Jonathan Isaac","F",1610612753,1628371,0.063,0.029,0.138,0.078,0,0.409,0.463,0.179,0.18,"Orlando",TRUE,28.5666666666667,83.2,84.1,112.2,114.3,-29,-30.2,0,7.7,107.44,105.86,88.21,63,0.097
"player",21900071,"ORL","Aaron Gordon","F",1610612753,203932,0.143,0.031,0.103,0.066,6.3,0.4,0.451,0.194,0.201,"Orlando",TRUE,28.25,104,101.6,107.8,109.8,-3.8,-8.2,3,18.8,105.07,105.35,87.79,63,0.038
"player",21900071,"ORL","Nikola Vucevic","C",1610612753,202696,0.143,0.034,0.24,0.13,11.8,0.5,0.543,0.254,0.254,"Orlando",TRUE,25.0833333333333,98.3,100,105.5,107.4,-7.2,-7.4,1,11.8,106.13,104.29,86.91,55,0.144
"player",21900071,"ORL","Evan Fournier","G",1610612753,203095,0.091,0,0.222,0.098,23.5,0.75,0.764,0.32,0.329,"Orlando",TRUE,21.5333333333333,100.8,100,108.4,110.6,-7.7,-10.6,0.25,5.9,106.55,105.88,88.24,48,0.151
"player",21900071,"ORL","D.J. Augustin","G",1610612753,201571,0.4,0,0,0,8.3,0.4,0.4,0.111,0.114,"Orlando",TRUE,23.0833333333333,85.7,83.3,117.3,117,-31.7,-33.6,6,50,109.54,111.25,92.71,54,0.063
"player",21900071,"ORL","Markelle Fultz",NA,1610612753,1628365,0.333,0.033,0.15,0.08,9.1,0.333,0.363,0.167,0.174,"Orlando",TRUE,19.3166666666667,82.3,82.5,114.8,117.9,-32.4,-35.4,3,27.3,99.59,98.15,81.79,40,0.071
"player",21900071,"ORL","Al-Farouq Aminu",NA,1610612753,202329,0.1,0,0.208,0.098,40,0.75,0.75,0.078,0.082,"Orlando",TRUE,20.85,77.3,77.3,119.5,123.8,-42.1,-46.5,0.5,20,100.7,98.99,82.49,44,0.053
"player",21900071,"ORL","Terrence Ross",NA,1610612753,203082,0.167,0.034,0.04,0.037,11.1,0.333,0.356,0.327,0.34,"Orlando",TRUE,20.8666666666667,66.7,65.2,124.6,124.4,-57.8,-59.2,0.5,5.6,103.42,104.66,87.22,46,-0.023
"player",21900071,"ORL","Khem Birch",NA,1610612753,203920,0,0.063,0.13,0.091,0,0,0.105,0.088,0.09,"Orlando",TRUE,22.9166666666667,74.2,73.5,132.8,132.7,-58.6,-59.2,0,0,102.09,102.63,85.53,49,-0.012
"player",21900071,"ORL","Wes Iwundu",NA,1610612753,1628411,0,0,0.111,0.036,33.3,0.25,0.25,0.182,0.182,"Orlando",TRUE,12.7333333333333,64.6,64.3,148.1,142.9,-83.6,-78.6,0,0,103.44,105.55,87.96,28,-0.034
"player",21900071,"ORL","Amile Jefferson",NA,1610612753,1628518,0.5,0.111,0,0.071,20,1,1,0.188,0.189,"Orlando",TRUE,5.6,109.4,108.3,136.4,125,-26.9,-16.7,2,40,98.06,102.86,85.71,12,0.177
"player",21900071,"ORL","Melvin Frazier Jr.",NA,1610612753,1628982,0,0.111,0,0.071,0,0.2,0.2,0.313,0.315,"Orlando",TRUE,5.6,109.4,108.3,136.4,125,-26.9,-16.7,0,0,98.06,102.86,85.71,12,-0.048
"player",21900071,"ORL","Josh Magette",NA,1610612753,203705,0.25,0.111,0,0.071,0,0.5,0.5,0.25,0.252,"Orlando",TRUE,5.6,109.4,108.3,136.4,125,-26.9,-16.7,0,20,98.06,102.86,85.71,12,0.145
"player",21900072,"NYK","Julius Randle","F",1610612752,203944,0.25,0.051,0.286,0.149,31.6,0.429,0.481,0.173,0.181,"New York",TRUE,33.6333333333333,99.8,97.1,109,107.5,-9.3,-10.4,0.83,26.3,95.05,97.05,80.87,69,0.084
"player",21900072,"NYK","Marcus Morris Sr.","F",1610612752,202694,0.136,0.041,0.219,0.111,4,0.618,0.664,0.237,0.233,"New York",TRUE,39.2666666666667,105.8,109.1,113.6,114.5,-7.8,-5.4,3,12,95.3,93.51,77.93,77,0.167
"player",21900072,"NYK","Mitchell Robinson","C",1610612752,1629011,0,0.1,0.308,0.182,16.7,0.6,0.551,0.15,0.155,"New York",TRUE,16.2666666666667,98,94.1,109.2,105.9,-11.2,-11.8,0,0,96.8,100.34,83.62,34,0.087
"player",21900072,"NYK","RJ Barrett","G",1610612752,1629628,0.208,0.043,0.147,0.086,7.4,0.324,0.382,0.234,0.237,"New York",TRUE,39.1166666666667,104,105,109,108.9,-5.1,-3.9,2.5,18.5,97.97,97.55,81.3,80,0.059
"player",21900072,"NYK","Frank Ntilikina","G",1610612752,1628373,0.087,0.022,0.061,0.038,8.3,0.556,0.556,0.11,0.112,"New York",TRUE,37.7833333333333,94.8,94.9,102,101.3,-7.1,-6.4,2,16.7,98.8,99.11,82.59,78,0.057
"player",21900072,"NYK","Bobby Portis",NA,1610612752,1626171,0.091,0.138,0.158,0.146,5.6,0.406,0.406,0.315,0.323,"New York",TRUE,20.8333333333333,100.8,100,109.5,109.1,-8.7,-9.1,1,5.6,101.93,102.53,85.44,45,0.045
"player",21900072,"NYK","Kevin Knox II",NA,1610612752,1628995,0.143,0.083,0.043,0.068,0,0.5,0.5,0.169,0.173,"New York",TRUE,28.6833333333333,114.2,113.1,105.8,106.6,8.4,6.6,0,20,101.93,102.06,85.05,61,0.081
"player",21900072,"NYK","Wayne Ellington",NA,1610612752,201961,0.176,0,0.217,0.086,7.1,0.45,0.45,0.172,0.177,"New York",TRUE,24.4166666666667,103.5,101.9,91.1,92.2,12.4,9.7,3,21.4,102.96,103.19,86,54,0.095
"player",21900072,"BOS","Jayson Tatum","F",1610612738,1628369,0.188,0.04,0.122,0.091,8.7,0.647,0.671,0.294,0.293,"Boston",TRUE,33.7666666666667,119.3,119.7,100.6,98.5,18.7,21.2,1.5,13,94.41,95.24,79.36,66,0.136
"player",21900072,"BOS","Gordon Hayward","F",1610612738,202330,0.211,0,0.214,0.125,11.8,0.591,0.568,0.178,0.178,"Boston",TRUE,35.1166666666667,112.7,112.9,104.2,106.9,8.5,5.9,2,23.5,98.45,97.05,80.88,70,0.144
"player",21900072,"BOS","Daniel Theis","C",1610612738,1628464,0,0.053,0.226,0.16,25,0.667,0.727,0.074,0.075,"Boston",TRUE,26.8833333333333,120,118.9,94,94.4,26.1,24.4,0,0,95.34,95.55,79.63,53,0.093
"player",21900072,"BOS","Marcus Smart","G",1610612738,203935,0.15,0,0.083,0.051,13.3,0.389,0.405,0.194,0.198,"Boston",TRUE,30.1833333333333,116,113.3,105.7,109.8,10.3,3.5,1.5,20,96.98,96.21,80.18,60,0.034
"player",21900072,"BOS","Kemba Walker","G",1610612738,202689,0.294,0,0.15,0.087,9.1,0.5,0.656,0.384,0.386,"Boston",TRUE,35.6166666666667,120.8,120,109.7,112.7,11,7.3,1.67,15.2,96,95,79.17,70,0.212
"player",21900072,"BOS","Grant Williams",NA,1610612738,1629684,0.067,0,0.108,0.063,11.1,0.5,0.753,0.133,0.132,"Boston",TRUE,26.55,85.6,86.4,96.6,94.9,-11,-8.5,1,11.1,106.29,106.69,88.91,59,0.113
"player",21900072,"BOS","Semi Ojeleye",NA,1610612738,1628400,0,0,0,0,0,0,0.347,0.091,0.089,"Boston",TRUE,15.9,82.7,84.8,99,97,-16.3,-12.1,0,0,99.89,99.64,83.04,33,-0.041
"player",21900072,"BOS","Carsen Edwards",NA,1610612738,1629035,0.125,0,0.222,0.118,0,0.167,0.167,0.188,0.184,"Boston",TRUE,14.1833333333333,79,80.6,107.3,100,-28.3,-19.4,0,14.3,102.41,104.91,87.43,31,0.02
"player",21900072,"BOS","Brad Wanamaker",NA,1610612738,202954,0.571,0,0.125,0.077,33.3,1,1.025,0.152,0.147,"Boston",TRUE,15.3,79.5,81.8,92.8,88.2,-13.3,-6.4,1.33,44.4,103.99,105.12,87.6,33,0.196
"player",21900072,"BOS","Vincent Poirier",NA,1610612738,1629738,0,0.143,0,0.067,0,1,1,0.063,0.068,"Boston",TRUE,6.51666666666667,125.4,114.3,139.3,146.2,-13.9,-31.9,0,0,97.23,99.44,82.86,14,0.047
"player",21900073,"DET","Tony Snell","F",1610612765,203503,0.091,0,0,0,0,0.4,0.51,0.09,0.091,"Detroit",TRUE,27.3333333333333,97.9,98.3,117.6,124.6,-19.8,-26.2,0,25,105.93,102.73,85.61,60,0.037
"player",21900073,"DET","Markieff Morris","F",1610612765,202693,0.053,0.03,0.103,0.065,17.6,0.458,0.466,0.219,0.222,"Detroit",TRUE,31.7833333333333,98.2,96.9,120.8,125,-22.6,-28.1,0.33,5.9,97.71,96.65,80.55,64,0.028
"player",21900073,"DET","Andre Drummond","C",1610612765,203083,0.095,0.182,0.529,0.358,19.2,0.647,0.651,0.289,0.292,"Detroit",TRUE,35.1,105.1,105.3,113.3,119.2,-8.2,-13.8,0.4,7.7,103.9,101.2,84.33,75,0.241
"player",21900073,"DET","Luke Kennard","G",1610612765,1628379,0.182,0,0.088,0.047,11.8,0.682,0.682,0.169,0.175,"Detroit",TRUE,32.7833333333333,104.2,101.4,117.1,123.4,-12.9,-22,2,23.5,99.29,98.09,81.74,70,0.103
"player",21900073,"DET","Tim Frazier","G",1610612765,204025,0.222,0.067,0.059,0.063,0,0.143,0.19,0.235,0.236,"Detroit",TRUE,16.8,87.2,87.1,130.8,140.6,-43.6,-53.5,0,20,93.37,90,75,31,0.008
"player",21900073,"DET","Derrick Rose",NA,1610612765,201565,0.412,0,0.036,0.018,14.3,0.615,0.678,0.318,0.32,"Detroit",TRUE,24.6666666666667,105.5,106.8,95.3,100,10.2,6.8,1.75,25,116.33,112.86,94.05,59,0.201
"player",21900073,"DET","Christian Wood",NA,1610612765,1626174,0,0,0.16,0.111,0,0.5,0.615,0.206,0.203,"Detroit",TRUE,14.8833333333333,110.8,112.1,83.6,85.7,27.2,26.4,0,0,111.72,109.65,91.38,33,0.193
"player",21900073,"DET","Bruce Brown",NA,1610612765,1628971,0,0.056,0.133,0.104,40,0.333,0.333,0.106,0.108,"Detroit",TRUE,21.2333333333333,115.9,114,91.7,95.7,24.2,18.3,0,0,102.01,100.6,83.84,43,-0.012
"player",21900073,"DET","Langston Galloway",NA,1610612765,204038,0.118,0.043,0.036,0.039,0,0.5,0.527,0.185,0.188,"Detroit",TRUE,22.5166666666667,116,116.7,86.9,89.4,29.1,27.3,0,16.7,102.96,101.26,84.38,48,0.102
"player",21900073,"DET","Thon Maker",NA,1610612765,1627748,0.111,0,0.1,0.061,0,0,0,0.034,0.034,"Detroit",TRUE,12.9,102.3,103.8,88.3,89.3,14,14.6,0,50,101.8,100.47,83.72,26,0
"player",21900073,"CHI","Otto Porter Jr.","F",1610612741,203490,0.222,0.074,0.143,0.109,10,0.792,0.775,0.225,0.224,"Chicago",TRUE,31.1166666666667,116,122.2,109,109.2,7.1,13,2,20,101.44,98.73,82.27,63,0.178
"player",21900073,"CHI","Lauri Markkanen","F",1610612741,1628374,0.211,0.034,0.174,0.096,6.7,0.611,0.678,0.18,0.18,"Chicago",TRUE,25.2333333333333,121.2,126,95.1,98,26.2,28,4,26.7,99.42,96.04,80.03,50,0.158
"player",21900073,"CHI","Wendell Carter Jr.","C",1610612741,1628976,0.105,0.065,0.273,0.172,0,0.722,0.714,0.151,0.149,"Chicago",TRUE,32.1,116.8,121.9,97.6,97,19.2,24.9,0,15.4,99.72,97.92,81.6,64,0.163
"player",21900073,"CHI","Zach LaVine","G",1610612741,203897,0.15,0.063,0.1,0.081,18.8,0.475,0.553,0.372,0.373,"Chicago",TRUE,32.2333333333333,111.3,117.4,102.7,101.4,8.6,16,0.5,9.4,105.72,103.52,86.26,69,0.085
"player",21900073,"CHI","Tomas Satoransky","G",1610612741,203107,0.3,0,0,0,23.5,0.417,0.509,0.177,0.176,"Chicago",TRUE,26.45,116.5,123.6,106,103.6,10.5,20.1,1.5,35.3,102.61,100.72,83.93,55,0.039
"player",21900073,"CHI","Luke Kornet",NA,1610612741,1628436,0.25,0,0.125,0.048,0,0.25,0.25,0.148,0.146,"Chicago",TRUE,10,83.6,91.7,126.6,117.4,-43.1,-25.7,0,33.3,114.41,112.88,94.06,24,0
"player",21900073,"CHI","Thaddeus Young",NA,1610612741,201152,0.111,0.057,0.25,0.143,10,0.571,0.571,0.114,0.114,"Chicago",TRUE,28.6666666666667,93.6,96.8,111.8,109.4,-18.2,-12.5,2,20,106.99,106.35,88.63,63,0.14
"player",21900073,"CHI","Kris Dunn",NA,1610612741,1627739,0.2,0.034,0.15,0.082,0,0.25,0.25,0.08,0.082,"Chicago",TRUE,18.9833333333333,95.9,95.3,93.4,95.2,2.5,0.1,0,42.9,108.22,107.46,89.55,43,0.032
"player",21900073,"CHI","Coby White",NA,1610612741,1629632,0,0.033,0,0.02,20,0.375,0.375,0.3,0.301,"Chicago",TRUE,19.45,88.9,90.5,106.4,107.5,-17.6,-17,0,0,102.61,101.18,84.32,42,-0.019
"player",21900073,"CHI","Ryan Arcidiacono",NA,1610612741,1627853,0.333,0,0,0,0,0.5,0.5,0.154,0.157,"Chicago",TRUE,15.7666666666667,95.9,93.9,108,109.4,-12.1,-15.4,0,33.3,98.48,98.9,82.42,33,0.066
"player",21900074,"LAL","LeBron James","F",1610612747,2544,0.615,0,0.226,0.132,8.3,0.652,0.7,0.344,0.354,"Los Angeles",TRUE,42.5166666666667,115.8,113.6,90.1,95.5,25.7,18.1,4,33.3,102.01,99.91,83.25,88,0.334
"player",21900074,"LAL","Anthony Davis","F",1610612747,203076,0.083,0.049,0.115,0.086,3.1,0.536,0.537,0.303,0.315,"Los Angeles",TRUE,42.65,111.8,108.6,91.6,96.7,20.1,11.9,2,6.3,105.49,104.1,86.75,93,0.178
"player",21900074,"LAL","JaVale McGee","C",1610612747,201580,0,0.091,0.091,0.091,0,1,1,0.04,0.04,"Los Angeles",TRUE,11.6666666666667,122.1,120.8,102.9,112,19.1,8.8,0,0,104.83,100.8,84,24,0.019
"player",21900074,"LAL","Danny Green","G",1610612747,201980,0.037,0,0.027,0.015,8.3,0.722,0.709,0.149,0.149,"Los Angeles",TRUE,34.4,117.6,116.9,99.4,102.7,18.2,14.2,1,8.3,101.94,100.48,83.74,71,0.065
"player",21900074,"LAL","Avery Bradley","G",1610612747,202340,0.065,0.027,0.085,0.06,6.7,0.458,0.458,0.149,0.154,"Los Angeles",TRUE,38.6,117,113.4,95,98.8,22.1,14.6,2,13.3,103.11,102.59,85.49,82,0.059
"player",21900074,"LAL","Kyle Kuzma",NA,1610612747,1628398,0.091,0.042,0.074,0.059,8.3,0.375,0.461,0.244,0.251,"Los Angeles",TRUE,18.7333333333333,81,82.5,93.4,92.9,-12.4,-10.4,1,8.3,105.72,105.05,87.54,40,0.096
"player",21900074,"LAL","Kentavious Caldwell-Pope",NA,1610612747,203484,0.063,0,0,0,14.3,0.2,0.2,0.118,0.129,"Los Angeles",TRUE,20.6833333333333,91.7,87,87.6,87,4,0,1,14.3,103.58,106.74,88.95,46,-0.067
"player",21900074,"LAL","Alex Caruso",NA,1610612747,1627936,0,0,0.1,0.05,16.7,0.7,0.7,0.15,0.16,"Los Angeles",TRUE,15.7,84.7,81.1,98.1,91.7,-13.4,-10.6,0,0,105.57,111.63,93.02,37,0.104
"player",21900074,"LAL","Troy Daniels",NA,1610612747,203584,0.167,0,0,0,0,0,0,0.211,0.235,"Los Angeles",TRUE,8.81666666666667,81.3,76.5,95.1,94.4,-13.8,-18,0,20,92.26,95.31,79.43,17,-0.136
"player",21900074,"LAL","Dwight Howard",NA,1610612747,2730,0,0.04,0.226,0.143,33.3,1,1.064,0.051,0.053,"Los Angeles",TRUE,26.85,109.3,107.3,95.7,92.7,13.6,14.5,0,0,95.84,98.31,81.92,55,0.109
"player",21900074,"LAL","Quinn Cook",NA,1610612747,1626188,0,0,0,0,0,0,0,0,0,"Los Angeles",TRUE,4.38333333333333,128.7,116.7,85.4,110,43.3,6.7,0,0,130.09,120.46,100.38,12,0
"player",21900074,"DAL","Dorian Finney-Smith","F",1610612742,1627827,0.053,0.135,0.2,0.161,30.8,0.438,0.438,0.143,0.149,"Dallas",TRUE,31.5,89.2,92.6,117.7,113.6,-28.5,-21,0.25,7.7,102.34,102.1,85.08,68,0.048
"player",21900074,"DAL","Kristaps Porzingis","F",1610612742,204001,0,0.043,0.219,0.115,10,0.406,0.429,0.206,0.212,"Dallas",TRUE,37.4166666666667,90.9,96.2,115.4,112.8,-24.5,-16.7,0,0,101.83,100.08,83.4,78,0.03
"player",21900074,"DAL","Dwight Powell","C",1610612742,203939,0,0.08,0.103,0.093,23.1,0.688,0.717,0.203,0.215,"Dallas",TRUE,25.0666666666667,100.7,98.3,105.9,101.8,-5.2,-3.5,0,0,106.62,110.11,91.76,58,0.084
"player",21900074,"DAL","Seth Curry","G",1610612742,203552,0.063,0,0.095,0.043,25,0.3,0.368,0.115,0.119,"Dallas",TRUE,22.8333333333333,91,96,120.5,117,-29.5,-21,0.5,12.5,103.39,101.96,84.96,50,0.022
"player",21900074,"DAL","Luka Doncic","G",1610612742,1629029,0.714,0.023,0.353,0.167,12.5,0.522,0.584,0.33,0.336,"Dallas",TRUE,38.1333333333333,99.6,106.2,114.7,112.5,-15.1,-6.3,2.5,31.3,103.76,101.35,84.46,81,0.249
"player",21900074,"DAL","Maxi Kleber",NA,1610612742,1628467,0,0.063,0.172,0.104,9.1,0.4,0.4,0.128,0.132,"Dallas",TRUE,31.0166666666667,80.8,84.8,110.1,106.1,-29.2,-21.2,0,0,102.8,102.12,85.1,66,0.052
"player",21900074,"DAL","Tim Hardaway Jr.",NA,1610612742,203501,0.056,0.028,0.133,0.076,7.1,0.455,0.463,0.178,0.187,"Dallas",TRUE,26.9666666666667,102.8,100,99.7,98.3,3.1,1.7,1,7.1,101.96,104.13,86.77,59,0.073
"player",21900074,"DAL","Justin Jackson",NA,1610612742,1628382,0,0,0,0,0,0,0,0,0,"Dallas",TRUE,2.1,82,80,163.9,160,-82,-80,0,0,111.54,114.29,95.24,5,0
"player",21900074,"DAL","Jalen Brunson",NA,1610612742,1628973,0.25,0.045,0,0.025,10,0.167,0.218,0.216,0.218,"Dallas",TRUE,14.7666666666667,78,80,84.5,81.3,-6.5,-1.3,2,20,99.99,100.77,83.97,30,-0.065
"player",21900074,"DAL","Delon Wright",NA,1610612742,1626153,0.133,0,0.038,0.018,7.7,0.6,0.6,0.175,0.181,"Dallas",TRUE,24.65,96.9,98.1,92.5,92.6,4.4,5.5,2,15.4,103.88,103.18,85.98,52,0.118
"player",21900074,"DAL","Boban Marjanovic",NA,1610612742,1626246,0.1,0.25,0.308,0.28,14.3,0.4,0.4,0.222,0.223,"Dallas",TRUE,10.55,123.4,128.6,82.3,81.8,41.1,46.8,1,14.3,99.55,97.82,81.52,21,0.093
"player",21900075,"UTA","Bojan Bogdanovic","F",1610612762,202711,0.111,0,0.171,0.091,16.7,0.625,0.66,0.198,0.21,"Utah",TRUE,35.7333333333333,102.7,97.3,115,116.9,-12.3,-19.6,0.67,11.1,95.56,97.39,81.16,74,0.118
"player",21900075,"UTA","Royce O'Neale","F",1610612762,1626220,0.364,0,0.176,0.077,10,0.6,0.6,0.118,0.121,"Utah",TRUE,23.0833333333333,91.9,89.1,139.6,140.4,-47.7,-51.3,4,40,95.51,96.67,80.56,46,0.079
"player",21900075,"UTA","Rudy Gobert","C",1610612762,203497,0,0.147,0.314,0.232,25,0.833,0.826,0.141,0.15,"Utah",TRUE,38,99.8,97.4,107.6,109.5,-7.8,-12.1,0,0,94.36,94.74,78.95,76,0.18
"player",21900075,"UTA","Donovan Mitchell","G",1610612762,1628378,0.1,0,0.121,0.065,0,0.5,0.555,0.268,0.289,"Utah",TRUE,35.1833333333333,119.3,114.9,104.6,108.7,14.7,6.2,0,8.3,97.52,97.55,81.29,74,0.159
"player",21900075,"UTA","Mike Conley","G",1610612762,201144,0.235,0.034,0.094,0.066,16,0.5,0.575,0.276,0.295,"Utah",TRUE,33.1,102.7,97.1,108.4,109.1,-5.7,-12,1,16,95.46,97.9,81.58,69,0.12
"player",21900075,"UTA","Joe Ingles",NA,1610612762,204060,0.158,0,0.063,0.036,10,0.5,0.5,0.108,0.117,"Utah",TRUE,29.7666666666667,103.3,101.7,83.2,87.7,20.1,13.9,3,30,96.04,94.33,78.61,60,0.053
"player",21900075,"UTA","Jeff Green",NA,1610612762,201145,0.059,0,0,0,20,0.5,0.581,0.18,0.189,"Utah",TRUE,22.6,105.1,108.9,91.1,97.7,13.9,11.2,0.5,10,98.46,93.45,77.88,45,0.031
"player",21900075,"UTA","Emmanuel Mudiay",NA,1610612762,1626144,0.2,0,0,0,27.3,0.6,0.51,0.273,0.294,"Utah",TRUE,14.7666666666667,111,113.3,93.1,100,17.9,13.3,0.67,18.2,98.69,94.27,78.56,30,0.07
"player",21900075,"UTA","Ed Davis",NA,1610612762,202334,0,0,0.111,0.071,0,0,0,0.053,0.056,"Utah",TRUE,7.76666666666667,123.9,122.2,71,81.3,52.9,41,0,0,111.49,105.06,87.55,18,-0.118
"player",21900075,"SAC","Harrison Barnes","F",1610612758,203084,0.143,0.118,0.087,0.105,11.1,0.5,0.5,0.2,0.196,"Sacramento",TRUE,31.4833333333333,100.4,106.2,118.6,116.2,-18.2,-10,1.5,16.7,103.16,101.39,84.49,65,0.096
"player",21900075,"SAC","Nemanja Bjelica","F",1610612758,202357,0.136,0.053,0.217,0.143,8.3,0.688,0.688,0.158,0.157,"Sacramento",TRUE,25.7833333333333,124.3,125,100.6,98.1,23.8,26.9,3,25,95.86,96.79,80.66,52,0.137
"player",21900075,"SAC","Richaun Holmes","C",1610612758,1626158,0.071,0.059,0.063,0.061,12.5,0.667,0.667,0.146,0.151,"Sacramento",TRUE,20.2666666666667,113.9,109.3,131.2,128.3,-17.4,-19,1,12.5,102.15,105.42,87.85,43,0.059
"player",21900075,"SAC","Buddy Hield","G",1610612758,1627741,0.048,0.038,0.16,0.098,19,0.563,0.563,0.294,0.301,"Sacramento",TRUE,29.75,122.5,119.4,111.4,106.6,11.1,12.8,0.25,4.8,95.82,99.24,82.7,62,0.085
"player",21900075,"SAC","De'Aaron Fox","G",1610612758,1628368,0.16,0.059,0.091,0.075,10.3,0.471,0.561,0.309,0.311,"Sacramento",TRUE,36.8166666666667,110.5,111,101.2,98.7,9.3,12.3,1.33,13.8,95.44,96.48,80.4,73,0.127
"player",21900075,"SAC","Trevor Ariza",NA,1610612758,2772,0.042,0,0.185,0.083,0,0,0,0,0,"Sacramento",TRUE,32.4166666666667,92.2,95.2,95.4,95.3,-3.2,-0.2,0,100,94.69,93.3,77.75,62,0.078
"player",21900075,"SAC","Dewayne Dedmon",NA,1610612758,203473,0.056,0.074,0.208,0.137,8.3,0.45,0.479,0.19,0.186,"Sacramento",TRUE,27.25,97.8,103.9,82.5,82.4,15.3,21.6,1,8.3,92.58,89.83,74.86,51,0.096
"player",21900075,"SAC","Bogdan Bogdanovic",NA,1610612758,203992,0.077,0,0.091,0.04,16.7,0.813,0.751,0.193,0.193,"Sacramento",TRUE,24.9833333333333,87.9,91.7,95.7,95.7,-7.8,-4.1,0.5,8.3,93.28,91.24,76.04,48,0.131
"player",21900075,"SAC","Cory Joseph",NA,1610612758,202709,0,0,0,0,25,0.167,0.233,0.296,0.294,"Sacramento",TRUE,11.25,77.6,81.8,122.1,116,-44.5,-34.2,0,0,100.15,100.24,83.53,22,-0.204
"player",21900076,"SAS","DeMar DeRozan","F",1610612759,201942,0.5,0,0.033,0.016,12.5,0.571,0.645,0.183,0.186,"San Antonio",TRUE,29.3,123.1,123,111.3,108.3,11.8,14.6,3.67,45.8,97.74,99.11,82.59,61,0.12
"player",21900076,"SAS","LaMarcus Aldridge","F",1610612759,200746,0,0.172,0.111,0.143,5.3,0.533,0.624,0.311,0.308,"San Antonio",TRUE,26.0666666666667,119.4,123.1,116.1,113,3.3,10.1,0,0,97.71,97.6,81.33,52,0.154
"player",21900076,"SAS","Trey Lyles","C",1610612759,1626168,0.13,0.03,0.464,0.23,0,0,0,0.061,0.06,"San Antonio",TRUE,28.1666666666667,116.5,119.3,115,112.1,1.5,7.2,0,42.9,97.89,97.99,81.66,57,0.099
"player",21900076,"SAS","Derrick White","G",1610612759,1628401,0.063,0.065,0.043,0.056,7.7,0.409,0.437,0.19,0.197,"San Antonio",TRUE,25.9833333333333,111.7,111.8,124.2,121.2,-12.5,-9.4,1,7.7,93.99,95.14,79.28,51,0.009
"player",21900076,"SAS","Bryn Forbes","G",1610612759,1627854,0.056,0,0.083,0.036,0,0.5,0.521,0.203,0.202,"San Antonio",TRUE,26.4,122.8,125.9,121.7,118.2,1.1,7.7,0,7.1,98.87,99.09,82.58,54,0.071
"player",21900076,"SAS","Marco Belinelli",NA,1610612759,201158,0.053,0,0,0,0,0.417,0.58,0.127,0.132,"San Antonio",TRUE,21.6,128.7,125.5,102.6,100,26.1,25.5,0,12.5,99.64,102.22,85.19,47,0.082
