Codigo,Foto_atual_2018,Categoria,Descricao,Quantidade,Local,Sublocal,Tecido,Eletricista,Cristais,Obs,Dimensao,Reconferencia,Arquivo
034-0001,NA,Confecções,BAMBOLÊS CORES VARIADAS,131,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
013-0065,https://i.imgur.com/XHvc9a4.png,Poltrona,BANCO DE PRAÇA,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0003,https://i.imgur.com/9F84Tef.png,Led,BAR DE LED,16,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
035-0001,https://i.imgur.com/Qd3KDQi.png,Estrutura,BARRACA DE MADEIRA DO NAYLAND,20,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0008,https://i.imgur.com/wS0VxBi.png,Base,BASE BRANCA,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0009,https://i.imgur.com/hF3K9sw.png,Base,BASE COM ELEMENTO DIAGONAL BRANCA,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0010,https://i.imgur.com/WAhaiSl.png,Base,BASE DE MADEIRA,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0011,NA,Base,BASE GRANDE TRIANGULAR BRONZE,6,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0012,https://i.imgur.com/i6ma8HC.png,Base,BASE GRANDE TRIANGULAR ESPELHADA,32,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0013,NA,Base,BASE GRANDE TRIANGULAR FORMICADA CINZA,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0014,NA,Base,BASE GRANDE TRIANGULAR FORMICADA PRETA,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0015,NA,Base,BASE GRANDE TRIANGULAR PRETA,6,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0016,NA,Base,BASE PEQUENA TRIANGULAR BRANCA,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0017,NA,Base,BASE PEQUENA TRIANGULAR ESPELHADA,5,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0018,NA,Base,BASE PEQUENA TRIANGULAR PRETA,8,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0019,NA,Base,BASE PEQUENA TRIANGULAR VERMELHA,6,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0020,https://i.imgur.com/5JLUbo1.png,Base,BASE QUADRADA BRANCA,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0021,https://i.imgur.com/t3nwZla.png,Base,BASE QUADRADA PRETA,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0022,https://i.imgur.com/kQsonwv.png,Base,BASE RETANGULAR PRETA,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
020-0023,https://i.imgur.com/tH2bIE5.png,Base,BASE TRIANGULAR DOURADA,4,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0004,https://i.imgur.com/QJBIIhB.png,Led,BOLA DE LED G,19,Armazem 500,Armazem 500,0,1,0,6 SAO ANTIGOS,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0005,https://i.imgur.com/j2Tm7f8.png,Led,BOLA DE LED M,27,Armazem 500,Armazem 500,0,1,0,2 QUEBRADAS,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0006,https://i.imgur.com/yOi2DjB.png,Led,BOLA DE LED P,27,Armazem 500,Armazem 500,0,1,0,4 QUEBRADAS,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0002,NA,Confecções,BOLAS COLORIDAS,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0003,https://i.imgur.com/OCS8VNI.png,Confecções,BONECO DE FOCA,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0004,https://i.imgur.com/NQTXaEf.png,Confecções,BONECO DE PALHAÇO PEQUENO,7,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0005,https://i.imgur.com/uBpDUCx.png,Confecções,BONECO DE PELHAÇO GRANDE,6,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0006,https://i.imgur.com/fgxbj88.png,Confecções,BONECO TRAPEZISTA,22,Armazem 500,Armazem 500,0,0,0,3 QUEBRADOS,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0007,NA,Confecções,BORBOLETAS COLORIDAS MÉDIAS,12,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0008,NA,Confecções,BORBOLETAS COLORIDAS PEQUENAS,8,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0009,https://i.imgur.com/KR3oZfX.png,Confecções,BUSTO,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0007,NA,Led,CACHEPOT DE LED,29,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
027-0006,NA,Cachepot,CACHEPOT GRANDE ESPELHADO,14,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
027-0007,NA,Cachepot,CACHEPOT PEQUENO BRANCO,6,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
027-0008,NA,Cachepot,CACHEPOT PEQUENO ESPELHADO,9,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
027-0009,NA,Cachepot,CACHEPOT PEQUENO PRETO,11,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
027-0010,NA,Cachepot,CACHEPOT PEQUENO VERMELHO,4,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
027-0011,NA,Cachepot,CAIXOTE DE MADEIRA,20,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0008,NA,Led,CANTO DO BAR DE LED,6,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
036-0001,https://i.imgur.com/ZCPLRcw.png,Chaise,CHAISE BEGE P,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
036-0002,https://i.imgur.com/yNMLqcC.png,Chaise,CHAISE CINZA P,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
036-0003,https://i.imgur.com/F99wfYc.png,Chaise,CHAISE DOURADA E MARROM,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
036-0004,https://i.imgur.com/Rva7HUx.png,Chaise,CHAISE PRETA P,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
036-0005,https://i.imgur.com/aU4VCA5.png,Chaise,CHAISE VERMELHA P,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0009,NA,Led,CHAMPANHEIRA DE LED,13,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0010,https://i.imgur.com/dnmNeGy.png,Confecções,CHAVES DE CENTRO DE MESA DO TOMORROWLAND,32,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0010,NA,Led,COLUNA BISTRÔ DE LED,25,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
026-0021,NA,Coluna,COLUNA PEQUENA,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0011,https://i.imgur.com/xYqARYU.png,Confecções,CONE DE ISOPOR DO STREET ART,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0012,NA,Confecções,DISCO DE VINÍL DECORATIVO,8,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0013,NA,Confecções,DISCO DE VINIL NORMAL,30,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0014,https://i.imgur.com/5GgnZUf.png,Confecções,ENGRENAGEM DE CENTRO DE MESA DO TOMORROWLAND,10,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0015,https://i.imgur.com/FrqLadu.png,Confecções,ESFINGE,4,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0016,https://i.imgur.com/YbJDZ6w.png,Confecções,ESTÁTUA DA LIBERDADE,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0017,NA,Confecções,ESTÁTUA DE DEUS ÁGUIA,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0018,NA,Confecções,ESTÁTUA DE ESCRAVA COM VASO,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0019,NA,Confecções,ESTÁTUA DE GATO,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0020,https://i.imgur.com/tycqXyE.png,Confecções,ESTÁTUA DE GATO PRETO,3,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
035-0002,https://i.imgur.com/FDMG4iI.png,Estrutura,ESTRUTURA DE FERRO DE SOL,2,Armazem 500,Armazem 500,0,0,0,EM PARTES,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0021,https://i.imgur.com/M7elaTI.png,Confecções,FLORES DE PAPEL CORES VARIADAS,435,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0022,https://i.imgur.com/C9vON2u.png,Confecções,GÁRGULA DE ISOPOR,4,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0023,https://i.imgur.com/XgQB9D9.png,Confecções,GÔNDOLA G,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0024,NA,Confecções,GÔNDOLA P,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0025,https://i.imgur.com/Sqa3qk4.png,Confecções,LATINHA SPRAY STREET ART,31,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0026,https://i.imgur.com/LvPnmQI.png,Confecções,LIVRO C/ 8 DE CENTRO DE MESA DO TOMORROWLAND,6,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0027,https://i.imgur.com/GBk8H70.png,Confecções,LIVRO COM ROSTO DE CENTRO DE MESA DO TOMORROWLAND,15,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
009-0004,NA,Luminaria,LUMINÁRIA MULHER,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0028,https://i.imgur.com/AKuCYHb.png,Confecções,MÁSCARA DE ISOPOR GRANDE,7,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0029,https://i.imgur.com/Mq00kFE.png,Confecções,MÁSCARA DE ISOPOR PEQUENA,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0011,NA,Led,MESA DE BAR DE LED,2,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
010-0169,https://i.imgur.com/G3zzziU.png,Mesa,MESA DE BRINDES DE NÍVEIS,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
010-0170,https://i.imgur.com/MQ1snHs.png,Mesa,MESA DE DOCE ARQUIBANCADA REVESTIDA DE VELUDO,5,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0012,NA,Led,MESA DE LED,2,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0013,NA,Led,MESA DE LED G,16,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0014,NA,Led,MESA DE LED M,8,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
037-0001,NA,MEsa,MESA PEQUENA,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
010-0171,NA,Mesa,MESINHA DE CENTRO DE LED,20,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0030,https://i.imgur.com/pgtJiLZ.png,Confecções,MOLDURA COM MÁSCARA GRANDE,5,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0031,https://i.imgur.com/bxZDFCj.png,Confecções,MOLDURA COM MÁSCARA MÉDIA,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0032,https://i.imgur.com/W8CjGjt.png,Confecções,MOLDURA COM MÁSCARA PEQUENA,8,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0033,https://i.imgur.com/ERKYWTI.png,Confecções,ORELHÃO DE FERRO DO STREET ART,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0034,https://i.imgur.com/ZuSaAkU.png,Confecções,PALLET DE MADEIRA,97,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0035,https://i.imgur.com/B86VTqT.png,Confecções,PARADA DE ÔNIBUS DO STREET ART,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0036,https://i.imgur.com/6Tq60fw.png,Confecções,PAREDE DE ROSTOS E LIVROS,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0037,NA,Confecções,PLACAS,8,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0038,https://i.imgur.com/M8Z95Go.png,Confecções,PNEU COLORIDO,8,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0015,https://i.imgur.com/RSW51Bn.png,Led,POLTRONA DE LED,38,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
013-0067,https://i.imgur.com/1mMlO2w.png,Poltrona,POLTRONA MARROM DO BRAÇO CROMADO,4,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
013-0068,https://i.imgur.com/8Et7dGh.png,Poltrona,POLTRONA PRETA DO BRAÇO CROMADO - ARMAZEM 500,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
013-0069,https://i.imgur.com/LVMYIKc.png,Poltrona,POLTRONA VERMELHA DO BRAÇO CROMADO,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
013-0070,https://i.imgur.com/J86l7uc.png,Poltrona,POLTRONAS BANHADAS A OURO,4,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0016,NA,Led,PRATELEIRA DE LED PARA BAR,36,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
038-0001,NA,Puff,PUFF ACRÍLICO BRANCO,12,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
038-0002,NA,Puff,PUFF ACRÍLICO PRATA,12,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
038-0003,NA,Puff,PUFF ACRÍLICO PRETO,10,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
038-0004,NA,Puff,PUFF ACRÍLICO VERMELHO,11,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
038-0005,NA,Puff,PUFF MEIA LUA DE LED,27,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
038-0006,NA,Puff,PUFF QUADRADINHO DE LED,34,Armazem 500,Armazem 500,0,0,0,25 SAO ANTIGOS,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
039-0001,https://i.imgur.com/ToupQjg.png,Recamier,RECAMIER GRAFITE P,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0039,https://i.imgur.com/dVJKSSx.png,Confecções,RELÓGIO DE CENTRO DE MESA DO TOMORROWLAND,23,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0040,https://i.imgur.com/WP6lqhz.png,Confecções,SARCÓFAGO,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
035-0003,https://i.imgur.com/v0CG9Fc.png,Estrutura,COLUNA ESPELHADA TRIANGULAR,NA,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
023-0003,https://i.imgur.com/EKwuYrA.png,Sofa,SOFÁ BEGE EM “L”,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
023-0004,https://i.imgur.com/wkWIqoc.png,Sofa,SOFÁ CAMA BEGE,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
023-0005,https://i.imgur.com/DTtn5Vq.png,Sofa,SOFÁ CAMA DE 2 LUGARES GRAFITE/PRETO,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
023-0006,https://i.imgur.com/r1NowmZ.png,Sofa,SOFÁ CAMA VINHO,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
023-0007,https://i.imgur.com/G6FWIJ3.png,Sofa,SOFÁ FEIJÃO DE 2 LUGARES VINHO,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
023-0008,https://i.imgur.com/usi7r1v.png,Sofa,SOFÁ GRAFITE DE 2 LUGARES,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
023-0009,https://i.imgur.com/rDoe2Tp.png,Sofa,SOFÁ LE CORBUSIER BRANCO,6,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
023-0010,https://i.imgur.com/65yTmi0.png,Sofa,SOFÁ LE CORBUSIER PRETO,5,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
023-0011,https://i.imgur.com/L5mFnaF.png,Sofa,SOFÁ RATO BEGE DE 2 LUGARES,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
023-0012,https://i.imgur.com/rIOdleJ.png,Sofa,SOFÁ RATO BEGE DE 3 LUGARES,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0041,https://i.imgur.com/MLfnGC7.png,Confecções,TAMBOR PLOTADO,12,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
010-0172,https://i.imgur.com/ZKgBmq0.png,Mesa,TAMPO DE IMBUIA DE BAR DO EGITO G,6,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
010-0173,https://i.imgur.com/oitWAxT.png,Mesa,TAMPO DE IMBUIA DE BAR DO EGITO P,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
035-0004,https://i.imgur.com/rj0WZI4.png,Estrutura,TOLDO DA FACHADA DA VARANDA DO GATSBY,3,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0017,NA,Led,TORRE DE LED G,NA,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0018,NA,Led,TORRE DE LED P,27,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0042,https://i.imgur.com/yv4f7in.png,Confecções,TOTEM DA RUSSIA,4,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
034-0043,NA,Confecções,TOTEM DE CORINGA,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
018-0211,NA,Vaso,VASO,1,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0019,NA,Led,VASO DE FLOR DE LED G,52,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0020,NA,Led,VASO DE FLOR DE LED M,50,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
040-0001,https://i.imgur.com/pTf0IfE.png,Peça,VOIL LISO NUDE,5,Loja,Deposito,0,0,0,+/- 275,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0002,https://i.imgur.com/0NJEFfF.png,Peça,VOIL LISO MARROM,9,Loja,Deposito,0,0,0,+/-390,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0003,https://i.imgur.com/clEqtyq.png,Peça,VOIL LISO VERDE ESCURO,3,Loja,Deposito,0,0,0,+/- 140,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0004,https://i.imgur.com/zJ9VD5g.png,Peça,VOIL LISO FERRUGEM,4,Loja,Deposito,0,0,0,+/- 170,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0005,https://i.imgur.com/aysv94w.png,Peça,VOIL LISO ROSA PINK,3,Loja,Deposito,0,0,0,150,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0006,https://i.imgur.com/Km37zAB.png,Peça,VOIL LISO VINHO,2,Loja,Deposito,0,0,0,100,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0007,https://i.imgur.com/jCC4aXX.png,Peça,VOIL LISO AZUL TIFFANY,1,Loja,Deposito,0,0,0,+/- 30,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0008,https://i.imgur.com/wuJB0ka.png,Peça,VOIL LISO BEGE,2,Loja,Deposito,0,0,0,100,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0009,https://i.imgur.com/QI5xdJo.png,Peça,VOIL LISO TELHA,2,Loja,Deposito,0,0,0,+/- 90,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0010,https://i.imgur.com/eTDSMTH.png,Peça,VOIL LISO SALMÃO,18,Loja,Deposito,0,0,0,+/- 1080,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0011,https://i.imgur.com/8sqXRsb.png,Peça,VOIL LISO PRETO,7,Loja,Deposito,0,0,0,+/- 350,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0012,https://i.imgur.com/AseTUey.png,Peça,VOIL LISO BRANCO,10,Loja,Deposito,0,0,0,+/- 650,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0013,https://i.imgur.com/eG0Xt3k.png,Peça,VOIL LISO PÉROLA,2,Loja,Deposito,0,0,0,100,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0014,https://i.imgur.com/e3Z8x0U.png,Peça,VOIL LISO CINZA,1,Loja,Deposito,0,0,0,50,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0015,https://i.imgur.com/xbBhS8e.png,Peça,VOIL LISO VERMELHO,1,Loja,Deposito,0,0,0,50,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0016,https://i.imgur.com/7UbsAe9.png,Peça,VOIL LISO BORDEAUX,8,Loja,Deposito,0,0,0,+/- 400,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0017,https://i.imgur.com/bWBcRRT.png,Peça,VOIL LISO LILÁS,6,Loja,Deposito,0,0,0,+/- 340,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0018,https://i.imgur.com/2mxT1Ek.png,Peça,VOIL LISO LARANJA CLARO,6,Loja,Deposito,0,0,0,300,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
040-0019,https://i.imgur.com/hM00Hvu.png,Peça,VOIL LISO CORAL,11,Loja,Deposito,0,0,0,+/- 480,NA,NA,CATALOGO_DEPOSITO_DE_PECAS_DE_TECIDO
